valor,area,dist_playa,dist_mercado,piscina
549.0,84,0.749,0.111,1
530.0,40,0.472,0.844,1
465.8,43,2.094,0.81,0
889.9,120,0.421,0.995,1
235.0,60,5.006,0.952,0
500.0,81,8.148,0.466,0
780.0,72,0.373,0.706,0
1000.0,187,7.449,0.054,1
660.0,121,1.092,0.261,0
1600.0,235,0.509,0.505,1
840.0,160,7.019,0.729,0
190.0,50,8.131,0.281,0
1550.0,350,0.603,0.573,1
350.0,74,8.451,0.372,0
330.0,92,8.683,0.902,0
748.0,71,1.057,0.663,0
960.0,75,1.309,0.434,1
470.0,85,1.191,0.001,1
285.0,64,5.493,0.28,0
757.9,80,0.681,0.175,1
460.0,70,1.234,0.003,0
850.0,85,6.341,0.58,1
2700.0,186,0.307,0.854,1
580.0,117,5.875,0.372,0
490.0,110,7.615,0.216,1
2250.0,110,0.168,0.985,1
9000.0,693,0.584,0.278,1
249.0,74,9.106,0.812,0
750.0,60,0.269,0.33,0
1740.0,115,0.223,0.905,1
1580.0,160,0.516,0.588,1
5600.0,260,0.719,0.677,1
1073.0,143,5.128,0.671,1
1200.0,85,2.367,0.004,1
900.0,92,1.319,0.491,0
450.0,70,6.613,0.87,0
317.0,78,7.873,0.829,0
1049.0,106,0.853,0.132,1
1200.0,99,0.342,0.651,1
492.0,66,0.796,0.203,1
1900.0,97,0.287,0.663,1
16000.0,220,0.0,0.686,1
550.0,100,5.716,0.509,0
499.0,170,7.645,0.344,0
180.0,43,8.207,0.296,0
1290.0,216,1.026,0.001,1
600.0,68,0.266,0.298,0
1600.0,224,1.811,0.579,0
399.9,75,6.225,0.372,0
3150.0,268,1.269,0.258,0
950.0,110,0.338,0.46,1
1250.0,160,0.164,0.516,1
1890.0,340,1.349,0.104,0
3700.0,201,1.181,0.86,1
850.0,91,1.801,0.319,0
300.0,42,6.563,0.941,0
680.0,120,0.998,0.462,0
240.0,30,2.227,0.553,0
465.0,72,4.852,0.611,1
490.0,31,0.443,0.002,0
3480.0,436,0.238,0.486,1
499.0,78,3.99,0.838,0
2200.0,182,0.381,0.554,1
265.0,66,6.44,0.043,0
300.0,25,0.079,0.928,0
985.0,110,0.42,0.213,1
950.0,30,0.198,0.61,1
6300.0,213,0.022,0.231,1
1150.0,120,0.326,0.304,1
1580.0,152,3.064,0.533,1
1149.0,120,1.623,0.213,1
1260.0,90,1.155,0.061,1
170.0,38,4.634,0.342,0
585.0,153,4.285,0.037,1
280.0,76,7.938,0.587,0
310.0,70,7.625,0.062,0
12000.0,410,0.146,0.78,1
290.0,64,6.405,0.199,0
870.0,75,1.829,0.797,1
2000.0,100,0.438,0.932,1
700.0,39,1.176,0.97,0
480.0,98,8.87,0.817,0
1080.0,114,0.724,0.779,1
470.0,86,1.146,0.918,0
740.0,165,1.464,0.74,1
700.0,130,6.804,0.157,0
730.0,68,0.731,0.077,1
430.0,63,6.747,0.737,0
549.15,60,7.293,0.403,0
270.0,64,9.808,0.476,0
318.0,53,7.083,0.926,0
2150.0,219,0.538,0.022,1
560.0,37,0.143,0.162,0
4100.0,525,0.572,0.974,1
898.0,138,6.264,0.609,1
3600.0,200,0.096,0.346,1
2500.0,136,0.118,0.915,1
629.0,85,1.231,0.064,0
659.0,75,0.323,0.799,0
1300.0,142,2.148,0.001,1
1370.0,106,0.218,0.933,1
550.0,95,5.726,0.058,0
810.0,100,0.163,0.343,0
280.0,65,12.053,0.25,0
525.0,83,6.153,0.352,1
445.0,67,8.195,0.689,1
1490.0,160,0.848,0.753,1
750.0,200,7.446,0.817,0
1500.0,300,0.85,0.177,1
11500.0,382,0.0,0.466,1
1153.9,130,2.164,0.247,1
450.0,70,8.144,0.031,0
395.0,84,2.134,0.384,0
210.0,56,3.648,0.058,0
360.0,63,3.348,0.051,0
399.0,50,1.064,0.747,0
1900.0,115,1.369,0.861,1
439.0,35,0.443,0.496,0
2800.0,365,0.312,0.146,1
1260.0,116,0.931,0.8,1
1050.0,94,0.455,0.999,1
2290.0,210,1.147,0.025,0
470.0,75,7.189,0.838,1
1500.0,150,0.488,0.108,1
590.0,89,6.461,0.355,0
500.0,120,0.225,0.311,0
3200.0,209,1.491,0.738,0
820.0,200,8.902,0.109,1
280.0,88,8.904,0.475,0
2700.0,300,0.247,0.047,1
360.0,75,7.781,0.022,0
215.0,55,10.011,0.083,0
6000.0,250,0.089,0.608,1
660.0,101,4.215,0.225,0
2690.0,271,0.599,0.792,0
3200.0,180,0.185,0.121,1
760.0,86,1.652,0.505,0
336.0,55,6.604,0.271,0
210.0,47,9.773,0.741,0
479.0,91,2.805,0.336,0
13000.0,392,0.033,0.411,0
429.9,96,5.164,0.831,0
165.0,68,17.963,0.871,1
398.0,75,6.464,0.946,0
2190.0,130,0.172,0.711,1
1200.0,133,5.215,0.383,1
1180.0,146,4.765,0.461,1
695.0,65,0.202,0.635,0
870.0,93,1.211,0.205,1
1100.0,96,0.191,0.011,1
375.0,40,0.919,0.976,0
875.0,100,7.459,0.374,0
1500.0,110,0.24,0.308,1
2000.0,200,0.171,0.515,1
480.0,45,0.708,0.913,0
530.0,68,4.591,0.964,0
735.0,110,1.283,0.283,0
525.0,76,6.466,1.0,0
1500.0,95,1.101,0.412,1
550.0,64,4.561,0.77,0
899.0,120,4.866,0.056,1
898.0,85,2.395,0.167,1
1200.0,88,1.397,0.267,0
1580.0,138,2.552,0.312,1
330.0,57,8.686,0.498,0
250.0,71,7.542,0.766,1
850.0,78,2.377,0.359,1
2100.0,191,0.467,0.714,0
944.0,90,2.242,0.637,1
850.0,70,1.106,0.375,1
940.0,92,0.939,0.354,1
1400.0,140,0.464,0.386,1
559.0,111,0.285,0.826,0
4980.0,300,0.123,0.949,1
235.0,62,3.559,0.203,0
360.0,82,8.17,0.247,0
760.0,120,4.563,0.16,0
2500.0,120,0.732,0.926,1
2800.0,170,2.435,0.375,1
2100.0,60,0.313,0.95,1
1050.0,123,1.276,0.732,0
710.0,85,0.701,0.168,1
1450.0,115,0.364,0.778,1
900.0,90,0.337,0.207,1
2100.0,92,1.469,0.742,1
1150.0,104,1.136,0.806,1
545.0,67,6.746,0.287,1
890.0,350,9.059,0.498,0
469.0,68,1.72,0.108,0
1550.0,118,6.143,0.972,1
357.0,53,4.942,0.643,0
650.0,92,1.412,0.87,0
265.0,51,7.135,0.521,0
540.0,82,8.31,0.704,0
2000.0,110,0.171,0.691,1
320.0,96,9.295,0.883,0
220.0,51,8.777,0.264,1
1650.0,146,0.091,0.072,1
210.0,48,9.249,0.757,0
1450.0,166,4.98,0.975,1
1700.0,191,0.81,0.696,1
185.0,40,9.622,0.38,0
190.0,75,2.219,0.036,1
4700.0,210,0.209,0.536,1
269.0,55,3.792,0.051,0
580.0,84,4.713,0.527,1
3190.0,170,0.229,0.936,1
950.0,100,2.07,0.824,0
790.0,121,1.681,0.051,0
370.0,61,12.066,0.994,0
3600.0,415,0.342,0.88,1
2300.0,200,0.094,0.898,1
1400.0,132,1.093,0.863,0
430.0,70,5.337,0.899,1
330.0,70,7.637,0.818,0
1490.0,84,0.969,0.66,1
1500.0,135,0.713,0.406,1
613.0,87,6.105,0.173,0
1400.0,72,0.762,0.591,0
320.0,72,6.999,0.232,0
190.0,48,5.376,0.763,1
10800.0,350,0.03,0.275,1
440.0,70,5.817,0.004,0
2300.0,260,0.152,0.588,1
230.0,65,4.002,0.243,0
310.0,73,5.103,0.778,0
330.0,75,1.85,0.921,0
2375.0,68,0.112,0.608,1
1956.8,192,3.295,0.346,0
215.0,76,8.966,0.572,1
400.0,80,7.817,0.714,1
2100.0,227,3.295,0.029,1
1900.0,130,1.004,0.114,1
1500.0,165,1.149,0.615,1
750.0,120,0.676,0.161,1
895.0,137,6.691,0.772,0
950.0,45,0.122,0.761,1
1390.0,103,0.909,0.508,1
500.0,73,4.595,0.14,0
910.0,78,0.705,0.02,1
650.0,66,0.552,0.016,0
246.0,52,5.567,0.747,0
645.0,102,4.492,0.47,0
1800.0,240,5.236,0.752,1
1350.0,221,2.762,0.361,0
1300.0,110,0.324,0.565,1
245.0,70,7.098,0.779,1
1580.0,110,1.47,0.852,0
420.0,78,7.638,0.666,0
4750.0,200,0.0,0.882,1
2100.0,140,0.686,0.741,1
12000.0,391,0.033,0.427,1
750.0,86,0.657,0.445,0
2980.0,200,0.408,0.439,1
645.0,84,1.472,0.311,0
880.0,96,0.65,0.598,0
369.6,62,2.019,0.577,0
887.8,115,0.083,0.56,1
1600.0,125,0.274,0.346,1
1179.99,120,1.679,0.505,1
969.0,100,0.84,0.49,1
390.0,76,7.91,0.303,0
365.0,90,1.163,0.032,0
3980.0,278,0.188,0.048,1
2624.99,320,0.13,0.421,1
1399.99,251,1.148,0.719,0
3100.0,150,0.32,0.29,0
710.0,121,1.657,0.946,0
290.0,77,5.527,0.577,1
490.0,68,5.012,0.606,0
1600.0,130,0.153,0.376,1
1740.0,100,0.0,0.512,1
1300.0,123,0.804,0.832,1
370.0,80,5.518,0.268,1
245.0,92,3.944,0.905,0
1600.0,165,1.011,0.305,0
2100.0,205,1.482,0.892,1
355.0,63,6.974,0.623,0
1400.0,77,0.305,0.936,1
342.0,20,0.43,0.876,0
1600.0,140,0.223,0.1,0
1250.0,176,1.39,0.066,1
2200.0,126,0.013,0.755,1
185.0,55,4.39,0.961,1
600.0,63,4.464,0.002,1
500.0,94,5.511,0.219,0
122.0,44,8.429,0.218,0
1260.0,150,4.986,0.809,1
400.0,70,7.118,0.77,0
179.0,55,11.906,0.928,0
1100.0,127,6.438,0.756,1
430.0,77,4.586,0.105,1
730.0,103,8.301,0.794,0
3679.0,125,1.459,0.439,1
220.0,65,5.652,0.562,0
2000.0,220,0.407,0.571,1
3500.0,140,0.458,0.552,1
890.0,90,0.415,0.785,1
550.0,80,0.863,0.643,0
330.0,60,6.237,0.827,0
399.0,65,4.095,0.911,0
850.0,108,6.851,0.688,1
3650.0,230,0.751,0.174,0
749.99,80,0.017,0.569,0
660.0,86,7.729,0.502,0
1650.0,143,0.857,0.718,0
399.0,60,2.148,0.677,0
1100.0,114,0.331,0.726,0
550.0,80,8.31,0.504,1
1380.0,126,0.501,0.758,1
219.0,60,7.401,0.633,1
890.0,95,0.473,0.681,1
350.0,70,5.917,0.247,0
690.0,99,1.231,0.672,0
840.0,114,7.42,0.135,1
480.0,65,2.129,0.265,0
2980.0,277,0.353,0.484,1
475.0,84,5.857,0.005,0
5500.0,297,0.654,0.226,1
310.0,52,5.91,0.605,1
840.0,90,4.841,0.472,1
2380.0,220,2.34,0.254,1
1290.0,120,0.121,0.828,1
850.0,114,7.477,0.709,1
4100.0,230,0.0,0.35,1
1125.0,150,5.105,0.61,1
1700.0,93,0.846,0.382,1
4200.0,190,0.049,0.919,0
280.0,170,8.44,0.934,0
1400.0,142,5.215,0.939,1
590.0,141,5.633,0.053,0
1050.0,160,0.403,0.357,0
2190.0,201,0.51,0.894,0
360.0,20,0.27,0.235,1
6000.0,170,0.0,0.343,1
420.0,35,0.372,0.376,0
900.0,118,1.327,0.406,1
1060.0,96,4.801,0.907,1
4600.0,171,0.054,0.267,1
845.0,66,1.218,0.958,1
575.0,85,0.729,0.295,0
1150.0,109,1.489,0.069,1
390.0,47,1.51,0.234,0
1500.0,130,0.094,0.437,1
135.0,47,10.059,0.886,0
215.0,50,7.718,0.007,0
1010.6,96,2.601,0.574,1
1150.0,260,7.562,0.537,0
790.0,80,2.462,0.682,0
2395.0,328,4.256,0.916,1
1380.0,207,6.693,0.647,0
460.0,50,0.298,0.847,0
528.54,66,4.142,0.227,0
1100.0,70,1.942,0.113,0
399.0,70,12.702,0.14,1
495.0,50,2.214,0.854,0
3450.0,140,0.458,0.031,1
380.0,73,8.195,0.952,0
420.0,70,6.481,0.933,0
300.0,57,9.163,0.708,0
1600.0,176,1.02,0.057,1
750.0,84,1.06,0.832,1
1150.0,110,2.44,0.524,1
445.0,65,5.314,0.351,0
1250.0,180,1.19,0.853,1
580.0,113,6.06,0.279,1
1600.0,181,1.271,0.457,1
989.0,130,0.404,0.999,1
350.0,60,1.773,0.757,0
310.0,77,8.433,0.432,0
890.0,85,0.7,0.984,1
510.0,70,1.12,0.721,0
3800.0,400,0.342,0.313,1
469.0,40,0.565,0.806,1
170.0,46,6.992,0.352,1
2400.0,98,0.22,0.723,1
690.0,140,7.638,0.483,0
315.0,63,1.409,0.364,0
349.0,70,6.854,0.327,0
240.0,25,1.234,0.908,0
1050.0,70,0.348,0.973,0
550.0,111,8.076,0.277,0
400.0,44,2.441,0.882,0
766.7,100,5.983,0.02,0
2200.0,350,0.235,0.941,1
378.0,75,4.503,0.999,0
350.0,58,7.61,0.629,1
5800.0,160,0.0,0.356,0
2300.0,170,2.56,0.987,1
1150.0,233,8.064,0.094,1
2300.0,186,0.281,0.247,1
5500.0,350,0.087,0.942,1
2150.0,96,0.323,0.696,1
430.0,65,1.629,0.649,0
1530.0,146,2.26,0.858,1
842.0,290,7.587,0.116,1
2950.0,120,0.47,0.648,1
490.0,79,7.49,0.043,1
190.0,39,5.955,0.788,1
560.0,97,0.895,0.389,0
1250.0,78,0.991,0.7,1
180.0,50,5.587,0.549,0
250.0,50,4.453,0.735,1
1400.0,144,0.455,0.15,1
550.0,110,7.455,0.137,0
3450.0,180,0.497,0.294,1
760.0,118,1.028,0.9,0
360.0,78,1.793,0.739,1
500.0,65,1.034,0.379,0
294.77,50,5.493,0.737,0
1700.0,160,2.353,0.1,1
480.0,70,0.208,0.506,1
265.0,54,5.652,0.62,1
290.0,65,9.139,0.247,0
2400.0,165,0.547,0.044,1
1590.0,85,0.555,0.112,1
800.0,142,2.167,0.741,1
580.0,45,0.367,0.132,0
2850.0,140,0.438,0.562,1
530.0,88,8.22,0.376,0
7000.0,110,0.318,0.509,1
680.0,66,0.632,0.37,0
175.0,55,6.962,0.311,0
255.0,62,7.873,0.517,0
2800.0,175,2.532,0.303,1
1600.0,146,0.146,0.575,0
950.0,75,1.106,0.496,1
525.0,75,5.726,0.332,1
499.0,70,6.249,0.151,0
1180.0,146,4.804,0.207,1
750.0,75,1.581,0.967,0
429.0,81,3.106,0.736,1
620.0,83,5.92,0.678,0
300.0,73,3.102,0.742,1
327.98,63,5.263,0.21,0
630.0,115,8.335,0.917,0
460.0,109,5.814,0.343,0
689.0,109,7.403,0.438,1
372.0,75,4.811,0.469,0
795.0,70,0.484,0.876,1
5700.0,285,0.118,0.963,1
239.99,36,5.55,0.865,0
530.0,72,6.773,0.157,0
1200.0,130,1.08,0.036,1
720.0,78,2.242,0.078,0
1800.0,121,1.885,0.672,1
480.0,93,7.965,0.653,0
1500.0,90,2.159,0.885,1
879.99,179,4.724,0.623,1
5200.0,430,0.356,0.383,1
850.0,65,0.468,0.963,1
520.0,65,1.21,0.709,0
180.0,65,8.443,0.34,0
449.0,115,4.134,0.131,1
1730.0,110,0.997,0.067,1
420.0,70,1.377,0.548,0
350.0,68,7.597,0.53,0
970.0,90,0.191,0.143,0
3000.0,287,0.256,0.984,1
2500.0,157,0.018,0.106,1
1950.0,145,0.229,0.696,1
650.0,80,0.967,0.474,0
905.0,66,0.352,0.271,1
1450.0,79,0.208,0.589,1
350.0,60,8.283,0.672,0
1650.0,109,0.082,0.98,1
1300.0,140,0.422,0.264,0
540.0,96,5.268,0.477,0
1600.0,306,0.417,0.887,1
3300.0,195,0.485,0.052,1
890.0,85,1.126,0.558,1
590.0,72,6.794,0.666,0
380.0,77,1.554,0.357,0
850.0,89,0.718,0.738,1
1000.0,240,1.094,0.031,1
399.0,86,10.397,0.811,0
720.0,45,0.119,0.252,0
850.0,100,5.183,0.658,1
340.0,65,1.054,0.433,0
295.0,65,7.496,0.859,0
1698.0,165,1.006,0.401,1
2100.0,90,0.111,0.103,0
600.0,97,4.744,0.072,0
315.0,66,9.336,0.712,0
425.74,40,2.094,0.361,0
3480.0,291,0.487,0.684,1
328.0,57,1.86,0.973,0
1980.0,126,0.17,0.756,1
1150.0,77,1.121,0.586,0
1470.0,197,4.423,0.013,1
370.0,75,5.019,0.627,0
650.0,152,0.582,0.155,0
129.0,45,12.854,0.809,0
490.0,78,4.455,0.538,0
1200.0,124,0.432,0.985,1
1350.0,275,0.001,0.746,1
3000.0,310,0.0,0.904,1
2250.0,89,0.884,0.612,1
1100.0,130,1.316,0.66,1
800.0,72,6.135,0.244,0
1700.0,127,0.143,0.06,1
1890.0,117,0.013,0.162,1
315.0,75,9.605,0.326,0
660.0,169,8.908,0.953,1
800.0,67,1.091,0.857,0
2850.0,165,2.041,0.512,0
4990.0,205,0.143,0.397,0
670.0,167,6.195,0.798,1
270.0,32,1.425,0.903,0
7000.0,196,0.095,0.856,0
1280.0,193,1.39,0.707,1
1950.0,170,1.584,0.429,1
710.0,116,0.887,0.23,0
480.0,81,1.104,0.203,0
880.0,83,0.404,0.633,0
510.0,100,5.921,0.06,1
1100.0,60,0.496,0.591,1
1280.0,89,0.554,0.305,1
615.0,90,6.197,0.225,0
1730.0,130,0.226,0.256,1
530.0,61,1.28,0.964,0
800.0,69,0.334,0.264,0
980.0,120,0.338,0.41,1
1980.0,220,5.811,0.697,1
8400.0,245,0.0,0.087,1
4900.0,750,1.554,0.86,0
890.0,110,2.113,0.466,0
680.0,67,0.201,0.675,1
380.0,67,8.159,0.892,0
256.0,51,5.136,0.727,1
205.0,53,9.773,0.785,0
1550.0,100,1.956,0.938,1
1400.0,77,0.305,0.003,1
1500.0,50,0.091,0.371,1
1780.0,165,0.194,0.722,1
550.0,70,4.494,0.22,0
1159.9,110,2.44,0.475,1
750.0,84,5.825,0.458,0
6950.0,169,0.0,0.067,1
647.2,78,4.167,0.723,1
1080.0,95,0.791,0.577,1
980.0,150,1.842,0.768,1
4000.0,136,0.0,0.701,0
325.0,52,8.742,0.958,0
245.0,70,7.809,0.521,1
650.0,106,10.804,0.851,0
150.0,55,8.491,0.471,0
610.0,97,1.097,0.656,0
295.0,60,0.997,0.666,0
450.0,37,0.644,0.258,0
395.0,96,8.519,0.303,1
1480.0,85,0.644,0.668,1
1100.0,90,1.596,0.952,1
240.0,72,5.337,0.756,0
800.0,70,1.182,0.576,0
480.0,75,5.928,0.299,0
990.0,178,0.562,0.813,1
399.0,70,4.424,0.893,0
1250.0,94,0.994,0.34,1
249.0,55,5.577,0.577,0
480.0,90,1.343,0.876,0
950.0,97,0.378,0.804,0
730.0,79,0.079,0.718,0
330.0,55,5.89,0.982,1
300.0,98,6.76,0.269,0
3300.0,161,0.195,0.113,0
350.0,73,4.816,0.805,0
276.0,60,5.567,0.901,0
199.0,65,7.252,0.183,0
5300.0,430,0.018,0.383,1
500.0,77,4.185,0.69,0
200.0,60,7.272,0.432,0
300.0,57,9.098,0.697,0
2100.0,98,0.086,0.81,1
3150.0,205,0.39,0.638,1
450.0,78,1.576,0.558,0
160.0,37,8.036,0.855,1
4200.0,190,0.049,0.377,1
680.0,59,0.915,0.683,1
2180.0,272,1.82,0.969,1
360.0,50,4.429,0.28,1
1850.0,126,1.234,0.407,1
580.0,77,6.501,0.076,0
320.0,126,4.061,0.21,0
480.0,67,6.488,0.144,0
160.0,40,10.647,0.189,0
7200.0,435,1.641,0.23,1
630.0,50,0.285,0.448,0
515.0,72,1.773,0.48,0
1100.0,149,4.755,0.012,1
180.0,42,8.327,0.993,0
385.0,67,5.951,0.778,0
569.0,114,1.676,0.268,0
295.0,65,5.263,0.575,0
1120.0,110,2.587,0.634,1
1350.0,161,0.261,0.894,1
950.0,112,0.981,0.754,1
2495.0,350,2.106,0.381,1
440.0,33,0.756,0.288,0
170.0,60,3.846,0.072,0
1250.0,180,0.938,0.981,1
380.0,80,3.433,0.329,0
5890.5,590,1.546,0.36,1
2500.0,130,2.085,0.918,1
293.0,78,2.923,0.853,1
2475.0,99,0.864,0.61,0
2900.0,166,0.188,0.85,1
780.0,60,0.371,0.914,0
790.0,69,0.443,0.096,0
1145.4,160,3.283,0.972,0
5750.0,240,0.033,0.34,1
240.0,68,7.885,0.624,0
590.0,80,6.745,0.968,0
6500.0,160,0.049,0.158,1
1050.0,115,4.355,0.557,1
6850.0,260,0.205,0.164,0
930.0,80,0.499,0.11,1
500.0,84,8.748,0.161,0
294.2,67,5.931,0.279,0
1150.0,73,1.121,0.767,1
1080.0,89,6.955,0.462,0
2642.42,101,1.096,0.553,0
6500.0,250,0.032,0.212,0
730.0,112,5.126,0.32,0
295.0,50,3.754,0.736,0
1275.0,80,0.611,0.421,1
1780.0,140,0.091,0.345,1
1170.0,108,2.374,0.21,1
640.0,151,7.384,0.037,0
9500.0,400,0.4,0.892,1
6800.0,190,0.0,0.706,1
550.0,64,0.0,0.211,0
650.0,50,0.386,0.538,0
369.0,76,4.388,0.02,0
1330.0,100,1.466,0.897,1
1700.0,120,1.257,0.855,1
1750.0,200,3.064,0.997,1
1995.0,120,0.571,0.017,1
198.99,77,5.739,0.609,0
2200.0,240,0.081,0.79,1
1230.0,143,5.12,0.67,1
1790.0,184,0.479,0.315,1
700.0,93,6.409,0.233,0
990.0,81,0.395,0.649,1
950.0,110,0.334,0.157,1
340.0,60,7.496,0.91,1
915.0,84,1.568,0.316,0
870.0,186,6.964,0.853,1
1300.0,97,0.341,0.45,1
320.0,47,6.741,0.938,0
2350.0,96,0.356,0.166,0
3400.0,180,0.067,0.702,1
380.0,140,5.561,0.786,0
2400.0,128,2.173,0.941,1
2300.0,118,1.29,0.819,1
400.0,100,7.44,0.069,0
1450.0,80,0.609,0.473,1
4500.0,228,0.131,0.643,1
598.0,40,2.176,0.513,0
750.0,83,5.825,0.734,0
889.0,75,1.479,0.777,0
715.0,65,0.439,0.368,0
700.0,81,0.991,0.659,0
300.0,45,4.277,0.226,0
680.0,117,4.071,0.901,0
880.0,70,0.685,0.882,0
1999.0,110,1.065,0.708,1
698.0,120,10.644,0.355,0
1325.0,105,0.275,0.658,1
3500.0,212,0.021,0.011,0
750.0,150,4.906,0.542,0
475.0,65,5.564,0.282,0
299.0,75,7.247,0.161,0
630.0,84,7.227,0.293,1
550.0,85,4.924,0.283,0
400.0,90,5.765,0.458,0
270.5,60,5.558,0.588,0
1525.0,120,0.627,0.831,1
500.0,81,1.279,0.918,0
741.17,144,2.114,0.597,0
350.0,40,1.196,0.478,0
115.0,50,11.223,0.592,0
1500.0,107,1.252,0.931,1
520.0,69,8.32,0.948,0
1248.4,75,1.465,0.264,1
249.0,30,2.057,0.789,1
447.0,69,2.819,0.678,0
1700.0,165,1.011,0.739,1
1250.0,90,1.013,0.017,1
600.0,88,1.215,0.62,0
3500.0,240,0.555,0.422,1
4200.0,327,0.798,0.095,1
3000.0,300,2.188,0.468,1
1050.0,75,0.411,0.189,0
2350.0,156,0.114,0.554,1
7950.0,400,0.11,0.304,1
450.0,65,6.224,0.199,1
900.0,55,0.203,0.024,1
790.0,78,0.937,0.59,0
735.0,100,2.321,0.155,0
695.0,115,6.586,0.802,0
600.0,43,0.354,0.094,0
475.0,85,8.088,0.253,0
1210.0,145,0.813,0.423,0
1580.0,212,0.208,0.676,1
900.0,70,0.062,0.216,1
1300.0,303,0.598,0.047,1
1200.0,100,0.693,0.936,1
950.0,87,0.253,0.398,1
1580.0,90,0.191,0.684,1
278.0,53,4.161,0.831,0
750.0,80,1.057,0.492,0
800.0,178,7.681,0.797,0
1380.0,160,0.471,0.723,0
420.0,40,0.546,0.853,0
305.0,60,7.457,0.665,0
750.0,126,4.723,0.936,0
480.0,69,8.31,0.58,0
750.0,68,0.841,0.827,0
640.0,61,0.856,0.539,0
530.0,70,1.356,0.149,0
850.0,116,0.262,0.004,1
430.0,144,8.085,0.587,1
22000.0,500,0.056,0.539,1
180.0,44,6.007,0.388,1
220.0,45,7.289,0.495,0
670.0,100,0.849,0.853,0
450.0,75,7.91,0.948,0
635.0,120,1.554,0.946,0
300.0,87,8.613,0.523,0
1100.0,108,1.132,0.687,1
1100.0,144,4.546,0.071,1
450.0,80,8.779,0.734,0
840.0,76,0.566,0.024,0
450.0,92,4.487,0.735,0
9200.0,420,0.021,0.841,1
990.0,150,0.348,0.573,1
1380.0,121,1.325,0.817,1
430.0,74,2.181,0.864,0
410.0,66,8.245,0.466,1
430.0,33,1.884,0.85,0
1100.0,116,0.683,0.259,1
650.0,107,8.509,0.137,1
889.99,114,5.072,0.699,0
800.0,147,7.709,0.442,0
800.0,158,6.099,0.191,0
4800.0,200,0.148,0.392,1
1100.0,153,5.032,0.135,1
349.0,65,6.195,0.379,0
850.0,96,1.149,0.999,1
3500.0,340,17.607,0.924,1
4200.0,154,0.074,0.313,1
225.0,64,1.818,0.191,0
960.0,100,1.129,0.722,1
551.0,90,5.763,0.509,0
520.0,45,1.738,0.142,0
1500.0,102,2.564,0.456,1
1200.0,60,0.763,0.355,1
1000.0,125,0.359,0.018,1
890.0,100,0.713,0.738,1
269.0,38,1.598,0.925,0
135.45,55,6.287,0.964,0
1649.99,224,2.106,0.519,1
798.0,110,0.496,0.345,0
2300.0,158,0.491,0.16,1
3000.0,230,1.554,0.081,0
5000.0,436,1.555,0.07,1
290.0,62,9.33,0.539,0
450.0,108,0.056,0.695,0
920.0,77,0.176,0.741,0
430.0,65,1.998,0.573,0
1580.0,100,0.287,0.48,1
1200.0,71,0.29,0.513,1
1790.0,150,1.025,0.994,1
693.0,89,1.125,0.735,1
299.99,36,3.028,0.14,0
550.0,160,6.452,0.933,0
550.0,65,0.77,0.554,0
2850.0,117,0.152,0.622,1
1850.0,215,0.3,0.95,1
1700.0,95,0.158,0.678,0
950.0,65,0.959,0.879,0
730.0,84,0.707,0.941,1
790.0,70,0.965,0.167,0
2200.0,130,0.353,0.6,1
2100.0,96,0.086,0.291,1
196.0,50,9.559,0.177,0
2895.0,152,1.152,0.054,1
2700.0,168,0.544,0.59,1
950.0,110,0.222,0.618,1
10000.0,282,0.0,0.554,1
2800.0,206,0.653,0.029,0
1750.0,280,0.36,0.94,1
1360.0,120,5.215,0.406,1
360.0,80,6.045,0.593,0
7500.0,280,0.0,0.836,1
520.0,38,1.42,0.791,0
1650.0,104,2.489,0.927,1
380.0,81,13.904,0.215,0
630.0,62,0.757,0.296,0
650.0,120,7.102,0.397,1
795.0,72,0.73,0.5,0
2100.0,150,0.423,0.348,0
428.0,71,3.241,0.732,0
430.0,43,5.654,0.448,0
950.0,137,8.537,0.14,1
542.7,60,6.746,0.233,1
2180.0,220,2.314,0.26,1
630.0,85,4.216,0.746,0
900.0,55,0.769,0.707,1
1200.0,175,0.921,0.087,1
430.0,70,5.892,0.256,0
300.0,33,0.039,0.546,1
700.0,26,0.289,0.322,0
375.0,90,7.436,0.625,0
750.0,83,0.73,0.091,0
759.0,78,1.114,0.759,0
474.0,88,6.851,0.636,0
1280.0,120,1.164,0.866,1
2200.0,209,1.247,0.799,1
650.0,159,3.117,0.026,0
249.0,21,1.529,0.503,0
2989.99,240,1.487,0.154,1
1430.0,94,1.181,0.561,1
4200.0,190,0.056,0.737,1
590.0,144,7.998,0.138,0
7000.0,400,1.342,0.133,0
340.0,25,0.173,0.654,0
980.0,196,4.783,0.923,1
420.0,80,7.42,0.273,0
740.0,62,0.769,0.633,0
840.0,69,0.626,0.81,1
1900.0,220,0.427,0.157,0
860.0,71,0.448,0.002,1
970.0,95,0.883,0.391,1
850.0,80,4.355,0.371,1
2000.0,254,0.228,0.16,0
399.0,70,8.206,0.868,0
2999.99,260,1.635,0.764,1
550.0,99,8.082,0.645,1
3500.0,500,0.36,0.177,1
1480.0,100,0.743,0.04,1
495.0,62,6.119,0.255,1
714.0,76,7.325,0.635,1
1200.0,185,0.969,0.109,1
635.0,68,0.72,0.594,1
515.0,80,3.718,0.59,0
1550.0,160,0.0,0.008,1
460.0,76,6.554,0.033,0
1880.0,175,0.708,0.575,0
489.0,75,1.833,0.701,1
280.0,68,5.761,0.545,0
